OFFENSE,SHIFT,VOTING_PRECINCT,WARD,BLOCK,LATITUDE,LONGITUDE
THEFT/OTHER,DAY,Precinct 23,1,1400 - 1499 BLOCK OF CHAPIN STREET NW,38.921549419123004,-77.03358024254591
THEFT/OTHER,DAY,Precinct 17,2,1900 - 1999 BLOCK OF M STREET NW,38.9056461773423,-77.0441795335155
THEFT F/AUTO,DAY,Precinct 52,4,2802  - 2899 BLOCK OF NORTHAMPTON STREET NW,38.9664551577108,-77.05801780705241
THEFT F/AUTO,DAY,Precinct 82,6,1300 - 1329 BLOCK OF FLORIDA AVENUE NE,38.901753283080104,-76.9878605145383
THEFT F/AUTO,DAY,Precinct 14,2,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,38.907898242133896,-77.044238575792
THEFT F/AUTO,DAY,Precinct 129,2,700 - 799 BLOCK OF 6TH STREET NW,38.8990587183587,-77.0199089264845
THEFT/OTHER,EVENING,Precinct 11,3,3600 - 3691 BLOCK OF CALVERT STREET NW,38.922541056748294,-77.07190100984421
THEFT F/AUTO,EVENING,Precinct 8,3,3000 - 3099 BLOCK OF ARIZONA AVENUE NW,38.930844908782,-77.0990239009051
THEFT F/AUTO,DAY,Precinct 110,7,1500 - 1599 BLOCK OF 42ND STREET SE,38.8675349559123,-76.94255809716779
THEFT F/AUTO,EVENING,Precinct 31,3,4700 - 4799 BLOCK OF FESSENDEN STREET NW,38.9546947683233,-77.093046233498
THEFT F/AUTO,DAY,Precinct 5,2,3000 - 3049 BLOCK OF R STREET NW,38.9126655664058,-77.060130206211
THEFT F/AUTO,EVENING,Precinct 138,3,4900 - 4999 BLOCK OF 30TH STREET NW,38.9539591939874,-77.0609841619491
THEFT F/AUTO,DAY,Precinct 102,7,1 - 37 BLOCK OF BURNS STREET NE,38.8903747976425,-76.95033171635991
THEFT/OTHER,DAY,Precinct 83,6,600 - 699 BLOCK OF H STREET NE,38.9001954371661,-76.9973139237093
THEFT F/AUTO,DAY,Precinct 65,4,6200  - 6299 BLOCK OF NEW HAMPSHIRE AVENUE NE,38.965379521468,-77.0027116105736
THEFT/OTHER,DAY,Precinct 81,6,1600 - 1699 BLOCK OF ROSEDALE STREET NE,38.897374312099,-76.9810368206426
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 76,5,900 - 1020 BLOCK OF MOUNT OLIVET ROAD NE,38.91177066641529,-76.9888734579324
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 72,5,1220 - 1281 BLOCK OF BRENTWOOD ROAD NE,38.9225896330627,-76.98847968716491
MOTOR VEHICLE THEFT,DAY,Precinct 141,2,1400 - 1499 BLOCK OF T STREET NW,38.915567982036,-77.03325456632379
THEFT/OTHER,DAY,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
THEFT/OTHER,DAY,Precinct 60,4,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,38.9619710920902,-77.0279570992068
THEFT/OTHER,EVENING,Precinct 141,2,1400 - 1499 BLOCK OF U STREET NW,38.916991301652295,-77.0332436990625
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 75,5,33 - 119 BLOCK OF T STREET NE,38.9155635310929,-77.0063880125524
BURGLARY,EVENING,Precinct 118,8,1420 1441  BLOCK OF HOWARD ROAD SE,38.8586301028054,-76.9876835046358
THEFT F/AUTO,EVENING,Precinct 42,1,1300 - 1327 BLOCK OF OTIS PLACE NW,38.93456732756721,-77.0302992455894
THEFT/OTHER,EVENING,Precinct 83,6,600 - 699 BLOCK OF H STREET NE,38.9001954371661,-76.9973139237093
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 115,8,3001 - 3099 BLOCK OF 23RD STREET SE,38.8535469270505,-76.9732143939655
THEFT/OTHER,EVENING,Precinct 83,6,200 - 299 BLOCK OF FLORIDA AVENUE NE,38.908077744419295,-77.0027094321263
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
THEFT F/AUTO,EVENING,Precinct 142,6,600 - 699 BLOCK OF INDEPENDENCE AVENUE SW,38.887563862297704,-77.0209200230919
THEFT/OTHER,EVENING,Precinct 8,3,4824 - 4875 BLOCK OF MACARTHUR BOULEVARD NW,38.9171904747589,-77.0964104716066
THEFT/OTHER,EVENING,Precinct 111,7,1600 - 1699 BLOCK OF 28TH STREET SE,38.8701030272863,-76.967780675521
THEFT/OTHER,EVENING,Precinct 74,5,500 - 599 BLOCK OF EDGEWOOD STREET NE,38.9237072284236,-76.99900824581741
ROBBERY,EVENING,Precinct 75,5,1 - 38 BLOCK OF FLORIDA AVENUE NE,38.9105727737208,-77.0085551870955
THEFT/OTHER,EVENING,Precinct 115,8,3000 - 3199 BLOCK OF NAYLOR ROAD SE,38.8531300750886,-76.96404413367449
THEFT/OTHER,EVENING,Precinct 17,2,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,38.9031434735571,-77.0396702609364
THEFT/OTHER,EVENING,Precinct 118,8,2627 2699  BLOCK OF STANTON ROAD SE,38.8584591690185,-76.99005695974441
THEFT/OTHER,EVENING,Precinct 74,5,2300 - 2399 BLOCK OF 4TH STREET NE,38.9207525016202,-77.00057657737871
THEFT/OTHER,DAY,Precinct 81,6,1516 - 1699 BLOCK OF BENNING ROAD NE,38.8996082789733,-76.9803906515132
THEFT F/AUTO,DAY,Precinct 134,8,2700 - 2747 BLOCK OF NAYLOR ROAD SE,38.85955428944221,-76.9682002170767
THEFT F/AUTO,DAY,Precinct 77,5,1300 - 1399 BLOCK OF STAPLES STREET NE,38.9031942045795,-76.984367070428
ROBBERY,DAY,Precinct 138,3,3200 - 3299 BLOCK OF CHESAPEAKE STREET NW,38.9507223567718,-77.0662535269374
THEFT F/AUTO,DAY,Precinct 71,5,2400 - 2499 BLOCK OF LAWRENCE STREET NE,38.9321175105515,-76.9714548701447
THEFT F/AUTO,DAY,Precinct 139,5,2400 BLOCK OF MARKET STREET NE,38.9205357239627,-76.9526631389814
THEFT/OTHER,DAY,Precinct 13,2,2100 - 2199 BLOCK OF WYOMING AVENUE NW,38.9174094527071,-77.0482687976435
THEFT/OTHER,DAY,Precinct 40,1,1716 - 1799 BLOCK OF NEWTON STREET NW,38.93416783053029,-77.0406217535613
THEFT F/AUTO,DAY,Precinct 47,4,3800  - 3899 BLOCK OF 18TH STREET NW,38.9386626299779,-77.04159320797379
THEFT/OTHER,EVENING,Precinct 115,8,2400 - 2499 BLOCK OF AINGER PLACE SE,38.8563299741515,-76.9708860792533
THEFT F/AUTO,DAY,Precinct 62,4,7800  - 7899 BLOCK OF 12TH STREET NW,38.98501399601779,-77.0286009481452
THEFT/OTHER,DAY,Precinct 77,5,900 - 999 BLOCK OF BLADENSBURG ROAD NE,38.9022029472732,-76.9820154636605
THEFT/OTHER,DAY,Precinct 71,5,2855 3200  BLOCK OF BLADENSBURG ROAD NE,38.929150454843295,-76.9601076779148
THEFT F/AUTO,DAY,Precinct 58,4,6000  - 6099 BLOCK OF 8TH STREET NW,38.9632330838083,-77.0242076073032
THEFT F/AUTO,DAY,Precinct 124,8,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,38.832559973489204,-77.0090065320559
THEFT F/AUTO,DAY,Precinct 53,4,1326  - 1399 BLOCK OF MADISON STREET NW,38.9583486107217,-77.0324553543354
THEFT/OTHER,DAY,Precinct 83,6,406 - 499 BLOCK OF 2ND STREET NE,38.8956552007879,-77.0035158846735
THEFT/OTHER,DAY,Precinct 31,3,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,38.9492452010988,-77.0803031975013
THEFT/OTHER,DAY,Precinct 6,2,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,38.9162194455656,-77.06817018235179
THEFT F/AUTO,DAY,Precinct 107,7,3500 - 3699 BLOCK OF ELY PLACE SE,38.883619956087706,-76.9538517105845
THEFT F/AUTO,DAY,Precinct 64,4,1  - 36 BLOCK OF VAN BUREN STREET NW,38.9699733493348,-77.00976242735041
THEFT F/AUTO,DAY,Precinct 126,8,4500 4639  BLOCK OF MARTIN LUTHER KING JR AVENUE SW,38.824803371001,-77.0124143055986
THEFT F/AUTO,EVENING,Precinct 129,2,1306 - 1399 BLOCK OF H STREET NW,38.9002003359694,-77.0311031522281
THEFT F/AUTO,EVENING,Precinct 37,1,2822 - 2899 BLOCK OF GEORGIA AVENUE NW,38.926993017130705,-77.0229382556488
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 19,5,1500 - 1519 BLOCK OF NORTH CAPITOL STREET,38.9100052108419,-77.00905090084929
THEFT F/AUTO,EVENING,Precinct 111,7,2500 2599  BLOCK OF PENNSYLVANIA AVENUE SE,38.8731935018333,-76.97000338575779
ROBBERY,MIDNIGHT,Precinct 46,4,800  - 805 BLOCK OF WEBSTER STREET NW,38.9440545461431,-77.02388964136209
ROBBERY,MIDNIGHT,Precinct 33,3,4500 - 4529 BLOCK OF CONNECTICUT AVENUE NW,38.9483533506198,-77.0659513887592
THEFT/OTHER,MIDNIGHT,Precinct 11,3,2200 - 2298 BLOCK OF WISCONSIN AVENUE NW,38.919658915929496,-77.07104478231142
THEFT F/AUTO,MIDNIGHT,Precinct 134,8,2585 2649  BLOCK OF NAYLOR ROAD SE,38.8630410496471,-76.970099830476
THEFT F/AUTO,MIDNIGHT,Precinct 125,8,4180 - 4530 BLOCK OF LIVINGSTON ROAD SE,38.8264525261636,-77.0035930916389
THEFT F/AUTO,DAY,Precinct 126,8,4300 - 4399 BLOCK OF SOUTH CAPITOL STREET,38.8269117636403,-77.00763536884341
BURGLARY,DAY,Precinct 17,2,800 - 899 BLOCK OF 16TH STREET NW,38.900766283439395,-77.03655629315679
MOTOR VEHICLE THEFT,DAY,Precinct 135,5,2100 - 2199 BLOCK OF 1ST STREET NW,38.9186349143421,-77.0121538902811
THEFT/OTHER,DAY,Precinct 25,1,2200 - 2299 BLOCK OF 18TH STREET NW,38.919195635822504,-77.04168563587871
MOTOR VEHICLE THEFT,DAY,Precinct 65,4,473  - 648 BLOCK OF MADISON STREET NE,38.9581819460293,-76.99830397233158
THEFT F/AUTO,DAY,Precinct 47,4,3800  - 3899 BLOCK OF 13TH STREET NW,38.9381347643912,-77.02971250933041
THEFT F/AUTO,DAY,Precinct 129,2,1400 - 1499 BLOCK OF COLUMBIA STREET NW,38.9091020557422,-77.0249847821664
THEFT/OTHER,DAY,Precinct 91,6,1200 1299  BLOCK OF K STREET SE,38.8783947074714,-76.98928202680791
THEFT/OTHER,DAY,Precinct 91,6,1100 - 1199 BLOCK OF D STREET SE,38.8840971541221,-76.99089475749909
THEFT/OTHER,DAY,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
THEFT/OTHER,DAY,Precinct 99,7,4200 - 4399 BLOCK OF GRANT STREET NE,38.898369836508,-76.94089630184901
THEFT/OTHER,DAY,Precinct 89,6,200 - 299 BLOCK OF PENNSYLVANIA AVENUE SE,38.8873675186521,-77.00276627640879
THEFT/OTHER,DAY,Precinct 14,2,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,38.9099274291219,-77.04360696372791
MOTOR VEHICLE THEFT,DAY,Precinct 41,1,1300 - 1399 BLOCK OF NEWTON STREET NW,38.9324769999916,-77.0318092385372
MOTOR VEHICLE THEFT,DAY,Precinct 110,7,2100 - 2199 BLOCK OF SUITLAND TERRACE SE,38.862889726998205,-76.94927927876579
THEFT F/AUTO,DAY,Precinct 54,4,1300  - 1399 BLOCK OF HAMILTON STREET NW,38.952898854274004,-77.0315645433207
SEX ABUSE,EVENING,Precinct 10,3,4000 - 4299 BLOCK OF CATHEDRAL AVENUE NW,38.930282124167796,-77.0811929554284
THEFT/OTHER,DAY,Precinct 2,2,2200 - 2299 BLOCK OF I STREET NW,38.90069846629,-77.0494794905561
THEFT/OTHER,DAY,Precinct 72,5,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,38.9222116506408,-76.9931501205792
THEFT/OTHER,DAY,Precinct 141,2,1800 - 1823 BLOCK OF 14TH STREET NW,38.9144603174281,-77.0319626303845
THEFT/OTHER,MIDNIGHT,Precinct 131,6,1100 - 1199 BLOCK OF HALF STREET SE,38.876998659481295,-77.0074678610143
THEFT/OTHER,EVENING,Precinct 72,5,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,38.9201485438164,-76.99031358205441
THEFT/OTHER,EVENING,Precinct 78,5,1643 - 1699 BLOCK OF TRINIDAD AVENUE NE,38.9074640139378,-76.9832939004612
THEFT/OTHER,EVENING,Precinct 25,1,1800 - 1899 BLOCK OF CALIFORNIA STREET NW,38.917816902398,-77.0429532481434
THEFT/OTHER,MIDNIGHT,Precinct 87,6,221 299  BLOCK OF 14TH STREET SE,38.8860244042758,-76.9855118999886
THEFT F/AUTO,MIDNIGHT,Precinct 38,1,3400 - 3499 BLOCK OF PARK PLACE NW,38.9323717280902,-77.01873028514579
HOMICIDE,MIDNIGHT,Precinct 103,7,600 - 699 BLOCK OF 46TH PLACE SE,38.8810799280579,-76.9355399088071
ROBBERY,MIDNIGHT,Precinct 113,7,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,38.860310329559105,-76.96583791471281
THEFT/OTHER,MIDNIGHT,Precinct 141,2,1400 - 1499 BLOCK OF SWANN STREET NW,38.914829298727796,-77.03325422189421
THEFT/OTHER,MIDNIGHT,Precinct 74,5,200 - 299 BLOCK OF ASCOT PLACE NE,38.920761478594606,-77.0027675717665
THEFT F/AUTO,MIDNIGHT,Precinct 71,5,2800 - 2999 BLOCK OF CHANNING STREET NE,38.9223694668182,-76.96744570237259
THEFT F/AUTO,MIDNIGHT,Precinct 71,5,2800 - 2999 BLOCK OF CHANNING STREET NE,38.9223694668182,-76.96744570237259
THEFT F/AUTO,MIDNIGHT,Precinct 37,1,700 - 898 BLOCK OF EUCLID STREET NW,38.924083216442206,-77.0235139239853
THEFT/OTHER,MIDNIGHT,Precinct 71,5,3100 - 3199 BLOCK OF CHANNING STREET NE,38.9223679468995,-76.9623832386286
THEFT F/AUTO,MIDNIGHT,Precinct 84,6,600 - 699 BLOCK OF E STREET NE,38.8961146494385,-76.9973140773612
THEFT/OTHER,MIDNIGHT,Precinct 127,6,1226 - 1299 BLOCK OF 1ST STREET SW,38.8752416257116,-77.01218107214599
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,900 - 999 BLOCK OF WESTMINSTER STREET NW,38.914822350769796,-77.0249867861063
THEFT F/AUTO,MIDNIGHT,Precinct 121,8,3700 3851  BLOCK OF 9TH STREET SE,38.8348843591626,-76.9941950896103
THEFT F/AUTO,MIDNIGHT,Precinct 15,2,1400 - 1499 BLOCK OF 16TH STREET NW,38.9091620761688,-77.0365260072142
THEFT/OTHER,DAY,Precinct 17,2,800 - 899 BLOCK OF 16TH STREET NW,38.900766283439395,-77.03655629315679
THEFT/OTHER,DAY,Precinct 104,7,301 - 399 BLOCK OF 53RD STREET SE,38.8836869429259,-76.9263747330288
THEFT F/AUTO,DAY,Precinct 81,6,400 - 421 BLOCK OF 13TH STREET NE,38.895105159731294,-76.98832274189309
THEFT F/AUTO,DAY,Precinct 142,6,700 - 900 BLOCK OF 4TH STREET SW,38.8802766323204,-77.0175641096883
THEFT F/AUTO,DAY,Precinct 59,4,800  - 899 BLOCK OF QUINTANA PLACE NW,38.9643589276976,-77.0250964621867
MOTOR VEHICLE THEFT,DAY,Precinct 75,5,2000 - 2099 BLOCK OF 4TH STREET NE,38.917545537185504,-77.0005765514513
MOTOR VEHICLE THEFT,EVENING,Precinct 119,8,1200 - 1233 BLOCK OF TALBERT STREET SE,38.8624140006437,-76.9917962492046
THEFT F/AUTO,DAY,Precinct 142,6,900 - 1199 BLOCK OF 4TH STREET SW,38.877862371248,-77.0176441877483
THEFT/OTHER,DAY,Precinct 129,2,900 - 999 BLOCK OF PALMER ALLEY NW,38.900363965657,-77.02493560864541
THEFT F/AUTO,EVENING,Precinct 37,1,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,38.927416396522396,-77.02299605497109
THEFT F/AUTO,EVENING,Precinct 129,2,900 - 999 BLOCK OF G STREET NW,38.8983100548369,-77.0249579465415
THEFT/OTHER,EVENING,Precinct 102,7,3904 - 3999 BLOCK OF MINNESOTA AVENUE NE,38.8944733045499,-76.94962569752029
THEFT/OTHER,EVENING,Precinct 82,6,600 - 699 BLOCK OF 10TH STREET NE,38.8981143061302,-76.9926567352697
BURGLARY,EVENING,Precinct 39,1,3234 - 3399 BLOCK OF 13TH STREET NW,38.9310091986474,-77.0297095400597
ROBBERY,EVENING,Precinct 85,6,200 - 299 BLOCK OF 8TH STREET NE,38.8927904841443,-76.9949626888285
THEFT/OTHER,EVENING,Precinct 37,1,700 - 999 BLOCK OF HOBART PLACE NW,38.927470136945,-77.0245183800325
THEFT/OTHER,EVENING,Precinct 11,3,2301 - 2499 BLOCK OF WISCONSIN AVENUE NW,38.9215048581191,-77.0722920419754
THEFT F/AUTO,EVENING,Precinct 14,2,1500 - 1599 BLOCK OF 22ND STREET NW,38.9103827266835,-77.048805946298
THEFT F/AUTO,EVENING,Precinct 129,2,700 - 799 BLOCK OF G STREET NW,38.89844569233421,-77.0224333746883
THEFT F/AUTO,EVENING,Precinct 141,2,1400 - 1499 BLOCK OF T STREET NW,38.915567982036,-77.03325456632379
SEX ABUSE,EVENING,Precinct 98,7,1 - 199 BLOCK OF 45TH STREET NE,38.8912155664294,-76.9377669456691
THEFT/OTHER,EVENING,Precinct 16,2,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NW,38.908379324755,-77.03326274428441
THEFT F/AUTO,EVENING,Precinct 82,6,800 - 817 BLOCK OF 12TH STREET NE,38.9004743200384,-76.99024708399129
THEFT F/AUTO,EVENING,Precinct 82,6,1000 - 1099 BLOCK OF I STREET NE,38.901312236663706,-76.99209151422279
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 18,6,1200 - 1299 BLOCK OF 7TH STREET NW,38.90643620102,-77.02191707227419
THEFT/OTHER,EVENING,Precinct 78,5,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,38.9096801026496,-76.9835470360643
THEFT F/AUTO,EVENING,Precinct 20,1,2500 - 2999 BLOCK OF 1ST STREET NW,38.9243281745338,-77.012154860625
HOMICIDE,MIDNIGHT,Precinct 125,8,785 - 4375 BLOCK OF BARNABY ROAD SE,38.8278578329867,-76.99596920890059
THEFT/OTHER,MIDNIGHT,Precinct 31,3,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,38.9599074542529,-77.0852995777749
THEFT/OTHER,MIDNIGHT,Precinct 26,3,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,38.92419116296679,-77.0519060012756
THEFT/OTHER,DAY,Precinct 93,7,4920 - 4999 BLOCK OF NASH STREET NE,38.9072011062203,-76.9301551502565
THEFT/OTHER,DAY,Precinct 79,5,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,38.901544999463795,-76.97994050984279
THEFT F/AUTO,DAY,Precinct 35,1,2800 - 2803 BLOCK OF ADAMS MILL ROAD NW,38.9255905058546,-77.04450326300791
THEFT F/AUTO,DAY,Precinct 35,1,1600 - 1625 BLOCK OF FULLER STREET NW,38.924737275019204,-77.0371797878925
THEFT F/AUTO,DAY,Precinct 86,6,200 - 299 BLOCK OF 12TH PLACE NE,38.8927900997911,-76.989268337108
HOMICIDE,MIDNIGHT,Precinct 28,3,2800 - 2899 BLOCK OF WISCONSIN AVENUE NW,38.9268552377801,-77.073197004206
ROBBERY,DAY,Precinct 54,4,5100  - 5199 BLOCK OF 14TH STREET NW,38.9523848634041,-77.0334332555455
THEFT/OTHER,DAY,Precinct 48,4,4500  - 4599 BLOCK OF GEORGIA AVENUE NW,38.9455853976374,-77.0264741209175
THEFT/OTHER,DAY,Precinct 48,4,4500  - 4599 BLOCK OF GEORGIA AVENUE NW,38.9455853976374,-77.0264741209175
BURGLARY,DAY,Precinct 17,2,1800 - 1899 BLOCK OF I STREET NW,38.9013317676102,-77.042585940937
THEFT/OTHER,DAY,Precinct 124,8,3800 - 3821 BLOCK OF 2ND STREET SE,38.83557812061,-77.00282185885649
THEFT F/AUTO,DAY,Precinct 106,7,4100 - 4199 BLOCK OF STANLEY STREET SE,38.8717213766517,-76.937703280411
THEFT/OTHER,DAY,Precinct 95,7,934 - 1099 BLOCK OF EASTERN AVENUE NE,38.903476129183,-76.9229533236416
SEX ABUSE,DAY,Precinct 19,5,1 - 99 BLOCK OF O STREET NW,38.908563738670296,-77.0106763882957
MOTOR VEHICLE THEFT,DAY,Precinct 30,3,4500 - 4599 BLOCK OF ALBEMARLE STREET NW,38.9479052023665,-77.089622731484
THEFT/OTHER,DAY,Precinct 102,7,3900 - 3919 BLOCK OF BENNING ROAD NE,38.8948602173515,-76.94859948891279
THEFT F/AUTO,DAY,Precinct 110,7,3600 - 3699 BLOCK OF AUSTIN STREET SE,38.8615498112144,-76.9549836130225
MOTOR VEHICLE THEFT,DAY,Precinct 31,3,5100 - 5199 BLOCK OF 45TH STREET NW,38.956490845215704,-77.0886297787483
THEFT F/AUTO,DAY,Precinct 75,5,1 - 99 BLOCK OF Q STREET NE,38.9111043182981,-77.0078058016532
MOTOR VEHICLE THEFT,DAY,Precinct 114,8,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,38.863528433860296,-76.9739826421821
THEFT F/AUTO,DAY,Precinct 110,7,3901 3998  BLOCK OF PENNSYLVANIA AVENUE SE,38.8645290167499,-76.94872503544971
THEFT/OTHER,DAY,Precinct 24,1,1734 - 1769 BLOCK OF EUCLID STREET NW,38.9230875406304,-77.0408114845239
MOTOR VEHICLE THEFT,DAY,Precinct 40,1,3300 - 3340 BLOCK OF 18TH STREET NW,38.9328253550542,-77.04130146530241
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 17,2,1200 - 1299 BLOCK OF 13TH STREET NW,38.9064435078741,-77.0296301325422
THEFT F/AUTO,DAY,Precinct 81,6,1516 - 1699 BLOCK OF BENNING ROAD NE,38.8996082789733,-76.9803906515132
THEFT F/AUTO,DAY,Precinct 110,7,1400 - 1499 BLOCK OF 42ND STREET SE,38.868751090814705,-76.94255711831471
THEFT/OTHER,DAY,Precinct 76,5,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,38.917183506570204,-76.9800744828355
ROBBERY,DAY,Precinct 98,7,4700 - 4799 BLOCK OF CENTRAL AVENUE NE,38.89032188952,-76.93439042209
THEFT F/AUTO,DAY,Precinct 74,5,600 - 699 BLOCK OF MONROE STREET NE,38.932363824246295,-76.9970981901552
THEFT F/AUTO,DAY,Precinct 124,8,100 - 199 BLOCK OF TRENTON PLACE SE,38.841091187973795,-77.0057132656076
THEFT/OTHER,DAY,Precinct 142,6,400 - 599 BLOCK OF C STREET SW,38.8860328076669,-77.0187411722034
THEFT/OTHER,EVENING,Precinct 131,6,1 - 49 BLOCK OF K STREET SE,38.878403915346205,-77.00826321264859
THEFT/OTHER,EVENING,Precinct 107,7,200 - 499 BLOCK OF ANACOSTIA ROAD SE,38.885466923134,-76.9544844375154
THEFT/OTHER,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF M STREET NW,38.9051786520086,-77.06200312706609
THEFT F/AUTO,EVENING,Precinct 21,6,700 - 799 BLOCK OF S STREET NW,38.9140841844652,-77.0224382936703
THEFT F/AUTO,EVENING,Precinct 21,6,1800 - 1841 BLOCK OF 6TH STREET NW,38.9147692774917,-77.01990178150851
THEFT F/AUTO,EVENING,Precinct 114,8,1300 - 1325 BLOCK OF W STREET SE,38.864449504114596,-76.98733682685871
THEFT F/AUTO,MIDNIGHT,Precinct 18,6,400 499  BLOCK OF P STREET NW,38.909634891152294,-77.0176174582886
THEFT/OTHER,EVENING,Precinct 129,2,500 - 599 BLOCK OF 14TH STREET NW,38.89672287231021,-77.0319777385228
THEFT/OTHER,EVENING,Precinct 114,8,1400 1498  BLOCK OF GOOD HOPE ROAD SE,38.8667012987385,-76.9847553169355
THEFT F/AUTO,EVENING,Precinct 16,2,1400 - 1499 BLOCK OF Q STREET NW,38.9111178607248,-77.0332640214421
THEFT/OTHER,EVENING,Precinct 16,2,1600 - 1628 BLOCK OF 13TH STREET NW,38.911488180183795,-77.0296322282788
ROBBERY,MIDNIGHT,Precinct 77,5,1200 - 1299 BLOCK OF NEAL STREET NE,38.9039602957631,-76.98753733161159
THEFT F/AUTO,EVENING,Precinct 129,2,1300 - 1399 BLOCK OF K STREET NW,38.902520971444105,-77.0307907014427
BURGLARY,MIDNIGHT,Precinct 107,7,400 - 499 BLOCK OF 37TH PLACE SE,38.8839426437977,-76.9499327978624
THEFT/OTHER,EVENING,Precinct 10,3,4000 - 4299 BLOCK OF CATHEDRAL AVENUE NW,38.930282124167796,-77.0811929554284
BURGLARY,MIDNIGHT,Precinct 74,5,900 - 999 BLOCK OF EVARTS STREET NE,38.924508768164294,-76.9930807069925
THEFT F/AUTO,EVENING,Precinct 17,2,1200 - 1299 BLOCK OF 12TH STREET NW,38.906434881115,-77.0280852116787
BURGLARY,MIDNIGHT,Precinct 25,1,1909 - 1999 BLOCK OF 19TH STREET NW,38.9164293546885,-77.043667325145
THEFT F/AUTO,MIDNIGHT,Precinct 5,2,1200 - 1299 BLOCK OF 31ST STREET NW,38.9059988310861,-77.0612083276307
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,1200 - 1299 BLOCK OF 9TH STREET NW,38.9064357956565,-77.0239808049225
THEFT/OTHER,MIDNIGHT,Precinct 111,7,2500 - 2599 BLOCK OF N STREET SE,38.875111961356296,-76.9687464444835
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,1300 - 1399 BLOCK OF 9TH STREET NW,38.9079041585041,-77.0239697691315
ROBBERY,MIDNIGHT,Precinct 100,7,740 - 899 BLOCK OF KENILWORTH AVENUE NE,38.900867586318704,-76.9459205865101
THEFT/OTHER,MIDNIGHT,Precinct 102,7,3900 - 3919 BLOCK OF BENNING ROAD NE,38.8948602173515,-76.94859948891279
THEFT/OTHER,DAY,Precinct 17,2,800 - 899 BLOCK OF 16TH STREET NW,38.900766283439395,-77.03655629315679
THEFT F/AUTO,DAY,Precinct 37,1,2300 2349  BLOCK OF GEORGIA AVENUE NW,38.920471175861394,-77.02199057468529
THEFT/OTHER,MIDNIGHT,Precinct 76,5,400 - 1229 BLOCK OF NEW YORK AVENUE NE,38.9126538450039,-76.99372755043849
BURGLARY,EVENING,Precinct 114,8,1400 1498  BLOCK OF GOOD HOPE ROAD SE,38.8667012987385,-76.9847553169355
THEFT/OTHER,DAY,Precinct 129,2,1200 - 1299 BLOCK OF L STREET NW,38.903732187941706,-77.0288565769137
THEFT F/AUTO,DAY,Precinct 22,1,1300 - 1399 BLOCK OF WALLACH PLACE NW,38.9162803134165,-77.03079883271229
THEFT F/AUTO,DAY,Precinct 93,7,5000 - 5029 BLOCK OF NASH STREET NE,38.9072004813067,-76.9291175084657
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 99,7,4200 - 4399 BLOCK OF HUNT PLACE NE,38.900513825587,-76.94089452545259
THEFT F/AUTO,DAY,Precinct 32,3,5300 - 5399 BLOCK OF 43RD STREET NW,38.9600346792223,-77.0837651882659
THEFT/OTHER,DAY,Precinct 129,2,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,38.900921895915,-77.02755273737951
THEFT/OTHER,DAY,Precinct 126,8,100 - 199 BLOCK OF IVANHOE STREET SW,38.821308395753704,-77.0090051130429
MOTOR VEHICLE THEFT,DAY,Precinct 95,7,5500 - 5599 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,38.8983582155308,-76.9212066056193
